a	c
ungenial	'ʌn'dʤi:njəl
ungenteel	'ʌndʤen'ti:l
ungentle	'ʌn'dʤentl
ungentlemanly	'ʌn'dʤentlmənli
ungentleness	'ʌn'dʤentlnis
ungild	'ʌn'gild
ungird	'ʌn'gə:d
ungirdle	'ʌn'gə:dl
unglazed	'ʌn'gleizd
ungloved	'ʌn'glʌvd
unglue	'ʌn'glu:
ungodliness	ʌn'gɔdlinis
ungodly	ʌn'gɔdli
ungovernable	ʌn'gʌvənəbl
ungovernableness	ʌn'gʌvənəblnis
ungoverned	ʌn'gʌvənd
ungraceful	'ʌn'greisful
ungracefulness	'ʌn'greisfulnis
ungracious	'ʌn'greiʃəs
ungraciousness	'ʌn'greiʃəsnis
ungraduated	'ʌn'grædjueitid
ungrammatical	'ʌngrə'mætikəl
ungrateful	ʌn'greitful
ungratified	ʌn'grætifaid
ungreased	'ʌn'gri:zd
ungrounded	'ʌn'graundid
ungrudging	'ʌn'grʌʤiɳ
ungual	'ʌɳgwəl
unguarded	'ʌn'gɑ:did
unguardedness	'ʌn'gɑ:didnis
unguent	'ʌɳgwənt
unguessable	'ʌn'gesəbl
unguided	'ʌn'gaidid
unguiferous	ʌɳ'gwifərəs
unguiform	'ʌɳgwifɔ:m
ungula	'ʌɳgjulə
ungulae	'ʌɳgjulə
ungulate	'ʌɳgjuleit
ungum	'ʌn'gʌm
unhackneyed	'ʌn'hæknid
unhaft	'ʌn'hɑ:ft
unhair	'ʌn'heə
unhallowed	ʌn'hæloud
unhampered	'ʌn'hæmpəd
unhand	ʌn'hænd
unhandiness	ʌn'hændinis
unhandsome	'ʌn'hænsəm
unhandsomeness	'ʌn'hænsəmnis
unhandy	'ʌn'hændi
unhang	'ʌn'hæɳ
unhanged	'ʌn'hæɳd
unhappiness	ʌn'hæpinis
unhappy	ʌn'hæpi
unharmed	'ʌn'hɑ:md
unharness	'ʌn'hɑ:nis
unharvested	'ʌn'hɑ:vistid
unhasp	'ʌn'hɑ:sp
unhat	'ʌn'hæt
unhatched	'ʌn'hætʃt
unhead	'ʌn'hed
unhealthful	'ʌn'helθful
unhealthfulness	'ʌn'helθfulnis
unhealthiness	ʌn'helθinis
unhealthy	ʌn'helθi
unheard	'ʌn'hə:d
unheeded	'ʌn'hi:did
unheedful	'ʌn'hi:dful
unheeding	'ʌn'hi:diɳ
unhelm	'ʌn'helm
unhelpful	'ʌn'helpful
unhemmed	'ʌn'hemd
unheralded	'ʌn'herəldid
unheroic	'ʌnhi'rouik
unhesitating	ʌn'heziteitiɳ
unhewn	'ʌn'hju:n
unhidden	'ʌn'hidn
unhinge	ʌn'hindʤ
unhistorical	'ʌnhis'tɔrikəl
unhitch	'ʌn'hitʃ
unholiness	ʌn'houlinis
unholy	ʌn'houli
unhonoured	'ʌn'ɔnəd
unhook	'ʌn'huk
unhoop	'ʌn'hu:p
unhorse	'ʌn'hɔ:s
unhospitable	'ʌn'hɔspitəbl
unhouse	'ʌn'hauz
unhuman	'ʌn'hju:mən
unhumanize	'ʌn'hju:mənaiz
unhung	'ʌn'hæɳ
unhurried	'ʌn'hʌrid
unhurt	'ʌn'hə:t
unhusk	'ʌn'hʌsk
unhygienic	'ʌnhai'dʤi:nik
uniaxial	'ju:ni'æksiəl
unicellular	'ju:ni'seljulə
unicorn	'ju:nikɔ:n
unidea'd	'ʌnai'diəd
unideal	'ʌnai'diəl
unidentified	'ʌnai'dentifaid
unidiomatic	'ʌn,idiə'mætik
unifiable	'ju:nifaiəbl
unification	,ju:nifi'keiʃn
uniflated	'ʌnin'fleitid
uniflorous	'ju:ni'flɔ:rəs
uniform	'ju:nifɔ:m
uniformity	,ju:ni'fɔ:miti
unify	'ju:nifai
unilateral	'ju:ni'lætərəl
unilluminated	'ʌni'lju:mineitid
unillustrated	'ʌn'iləstreitid
unimaginable	,ʌni'mædʤinəbl
unimaginative	'ʌni'mædʤinətiv
unimaginativeness	'ʌni'mædʤinətivnis
unimflammability	'ʌnin,flæmə'biliti
unimflammable	'ʌnin'flæməbl
unimpaired	'ʌnim'peəd
unimpeachable	,ʌnim'pi:tʃəbl
unimpeachableness	,ʌnim'pi:tʃəblnis
unimpeached	'ʌnim'pi:tʃt
unimpeded	'ʌnim'pi:did
unimportance	'ʌnim'pɔ:təns
unimportant	'ʌnim'pɔ:tənt
unimposing	'ʌnim'pouziɳ
unimpoverished	'ʌnim'pɔvəriʃt
unimpregnated	'ʌn'impregneitid
unimpressed	'ʌnim'prest
unimpressionable	'ʌnim'preʃnəbl
unimpressive	'ʌnim'presiv
unimpressiveness	'ʌnim'presivnis
unimproved	'ʌnim'pru:vd
unimpugnable	'ʌnim'pju:nəbl
unimpugned	'ʌnim'pju:nd
unindexed	'ʌnin'dekst
unindicated	'ʌn'indikeitid
uninfected	ʌnin'fektid
uninflected	'ʌnin'fleitid
uninfluenced	'ʌn'influənst
uninfluential	'ʌn,influ'enʃəl
uninformed	'ʌnin'fɔ:md
uninhabitable	'ʌnin'hæbitəbl
uninhabited	'ʌnin'hæbitid
uninhibited	'ʌnin'hibitid
uninitiated	'ʌni'niʃieitid
uninjured	'ʌn'indʤəd
uninominal	'ju:ni'nɔminl
uninquisitive	'ʌnin'kwizitiv
uninsprired	'ʌnin'spaiəd
uninstigated	'ʌn'instigeitid
uninstructed	'ʌnin'strʌktid
uninstructive	'ʌnin'strʌktiv
uninsulated	'ʌn'insjuleitid
uninsurable	'ʌnin'ʃuərəbl
unintellectual	'ʌn,inti'lektjuəl
unintelligent	'ʌnin'telidʤənt
unintelligibility	'ʌnin,telidʤə'biliti
unintelligible	'ʌnin'telidʤəbl
unintentional	'ʌnin'tenʃənl
uninterested	'ʌn'intristid
uninteresting	'ʌn'intristiɳ
uninterestingness	'ʌn'intristiɳnis
unintermittent	'ʌn,intə'mitənt
unintermitting	'ʌn,intə'mitiɳ
uninterpretable	'ʌnintə:'pritəbl
uninterred	'ʌnin'tə:d
uninterrupted	'ʌn,intə'rʌptid
uninuclear	'ju:ni'nju:kliə
uninventive	'ʌnin'ventiv
uninvestigated	'ʌnin'vestigeitid
uninvited	'ʌnin'vaitid
uninviting	'ʌnin'vaitiɳ
uninvolved	'ʌnin'vɔlvd
union	'ju:njən
unionise	'ju:njənaiz
unionism	'ju:njənizm
unionist	'ju:njənist
unionize	'ju:njənaiz
uniparous	ju:'nipərəs
unique	ju:'ni:k
unirrigated	'ʌn'irigeitid
uniserial	'ju:ni'siəriəl
uniseriate	'ju:ni'siəriəl
unisexed	'ju:ni'sekst
unisexual	'ju:ni'sekst
unisexuality	'ju:ni,seksju'æliti
unisolated	'ʌn'aisəleitid
unison	'ju:nizn
unissued	'ʌn'isju:d
unit	'ju:nit
unitarian	,ju:ni'teəriən
unitarianism	,ju:ni'teəriənizm
unite	ju:'nait
united	ju:'naitid
unitedly	ju:'naitidli
unity	'ju:niti
univalent	,ju:ni'veilənt
universal	,ju:ni'və:səl
universalise	,ju:ni'və:səlaiz
universalism	,ju:ni'və:səlizm
universalist	,ju:ni'və:səlist
universality	,ju:nivə:'sæliti
universalize	,ju:ni'və:səlaiz
universally	,ju:ni'və:səli
universe	'ju:nivə:s
university	,ju:ni'və:siti
univocal	'ju:ni'voukəl
unjaundiced	'ʌn'dʤɔ:ndist
unjoin	'ʌn'dʤɔin
unjoint	'ʌn'dʤɔint
unjust	'ʌn'dʤʌst
unjustifiable	ʌn'dʤʌstifaiəbl
unjustifiableness	ʌn'dʤʌstifaiəblnis
unjustness	'ʌn'dʤʌstnis
unkempt	'ʌn'kempt
unkennel	'ʌn'kenl
unkind	ʌn'kaind
unkindness	ʌn'kaindnis
unking	'ʌn'kiɳ
unkingly	'ʌn'kiɳli
unkink	'ʌn'kink
unkneaded	'ʌn'ni:did
unknightliness	'ʌn'naitlinis
unknightly	'ʌn'naitli
unknit	'ʌn'nit
unknot	'ʌn'nɔt
unknowability	'ʌn'nouəblnis
unknowable	'ʌn'nouəbl
unknowableness	'ʌn'nouəblnis
unknowing	'ʌn'nouiɳ
unknown	'ʌn'noun
unlabelled	'ʌn'leibld
unlaboured	'ʌn'leibəd
unlace	'ʌn'leis
unlade	'ʌn'leid
unladen	'ʌn'leid
unladylike	'ʌn'leidilaik
unlaid	'ʌn'lei
unlamented	'ʌnlə'mentid
unlash	'ʌn'læʃ
unlatch	'ʌn'læʃ
unlawful	'ʌn'lɔ:ful
unlawfulness	'ʌn'lɔ:fulnis
unlay	'ʌn'lei
unlead	'ʌn'led
unlearn	'ʌn'lə:n
unlearned	ʌn'lə:nid
unlearnt	'ʌn'lə:n
unleash	'ʌn'li:ʃ
unleavened	'ʌn'levnd
unled	'ʌn'led
unless	ən'les
unlettable	'ʌn'letəbl
unlettered	'ʌn'letəd
unlevelled	'ʌn'levld
unlicensed	'ʌn'laisənst
unlicked	'ʌn'likt
unlighted	'ʌn'laitid
unlike	'ʌn'laik
unlikelihood	ʌn'laiklihud
unlikely	ʌn'laikli
unlimited	ʌn'limitid
unlimitedness	ʌn'limitidnis
unline	'ʌn'lain
unlined	'ʌn'laind
unlink	'ʌn'liɳk
unliquidated	'ʌn'likwideitid
unlit	'ʌn'lit
unload	'ʌn'loud
unlocated	'ʌnlou'keitid
unlock	'ʌn'lɔk
unloose	'ʌn'lu:s
unloosen	'ʌn'lu:s
unlord	'ʌn'lɔ:d
unlovable	'ʌn'lʌvəbl
unloved	'ʌn'lʌvd
unloveliness	'ʌn'lʌvlinis
unlovely	'ʌn'lʌvli
unloving	'ʌn'lʌviɳ
unlucky	ʌn'lʌki
unmade	'ʌn'meid
unmaidenly	'ʌn'meidnli
unmailable	'ʌn'meiləbl
unmaimed	'ʌn'meimd
unmaintainable	'ʌnmen'teinəbl
unmake	'ʌn'meik
unmaliness	'ʌn'mænlinis
unmalleability	'ʌn,mæliə'biliti
unmalleable	'ʌn'mæliəbl
unman	'ʌn'mæm
unmanageable	ʌn'mænidʤəbl
unmanageableness	ʌn'mænidʤəblnis
unmanful	'ʌn'mænful
unmanly	'ʌn'mænli
unmanned	'ʌn'mænd
unmannered	ʌn'mænəli
unmannerliness	ʌn'mænəlinis
unmannerly	ʌn'mænəli
unmantle	'ʌn'mæntl
unmarked	'ʌn'mɑ:kt
unmarketable	'ʌn'mɑ:kitəbl
unmarriageable	'ʌn'mæridʤəbl
unmarriageableness	'ʌn'mæridʤəblnis
unmarried	'ʌ'mærid
unmarry	'ʌn'mæri
unmartial	'ʌn'mɑ:ʃəl
unmasculine	'ʌn'mɑ:skjulin
unmask	'ʌn'mɑ:sk
unmastered	'ʌn'mɑ:stəd
unmasticable	'ʌn'mæstikəbl
unmatchable	'ʌn'mætʃəbl
unmatched	'ʌn'mætʃt
unmaterial	'ʌnmə'tiəriəl
unmatured	'ʌnmə'tjuəd
unmeaning	ʌn'mi:niɳ
unmeant	'ʌn'ment
unmeasurable	'ʌn'meʤərəbl
unmeasured	'ʌn'meʤəd
unmechanical	'ʌnmi'kænikəl
unmelodious	'ʌnmi'loudjəs
unmelodiousness	'ʌnmi'loudjəsnis
unmelted	'ʌn'meltid
unmendable	'ʌn'mendəbl
unmentionable	ʌn'menʃnəbl
unmercenary	'ʌn'mə:sinəri
unmerchantable	'ʌn'mə:tʃəntəbl
unmerciful	ʌn'mə:siful
unmercifulness	ʌn'mə:sifulnis
unmerited	'ʌn'meritid
unmethodical	'ʌnmi'θɔdikəl
unmetrical	'ʌn'metrikəl
unmew	'ʌn'mju:
unmilitary	'ʌn'militəri
unmindful	ʌn'maindful
unmindfulness	ʌn'maindfulnis
unmined	'ʌn'maind
unmingled	ʌn'miɳgld
unminted	'ʌn'mintid
unmirthful	'ʌn'mə:θful
unmistakable	'ʌnmis'teikəbl
unmistakableness	'ʌnmis'teikəblnis
unmitigated	ʌn'mitigeitid
unmixed	'ʌn'mikst
unmodern	'ʌn'mɔdən
unmodifiable	'ʌn'mɔdifaiəbl
unmodified	'ʌn'mɔdifaid
unmodulated	'ʌn'mɔdjuleitid
unmolested	'ʌnmou'lestid
unmoor	'ʌn'muə
unmoral	'ʌn'mɔrəl
unmorality	'ʌnmə'ræliti
unmortgaged	'ʌn'mɔ:gidʤd
unmotherly	'ʌn'mʌðəli
unmotivated	'ʌn'moutiveitid
unmotived	'ʌn'moutiveitid
unmould	'ʌn'mould
unmounted	'ʌn'mauntid
unmourned	'ʌn'mɔ:nd
unmovable	'ʌn'mu:vəbl
unmoveable	'ʌn'mu:vəbl
unmoved	'ʌn'mu:vd
unmown	'ʌn'moun
unmuffle	'ʌn'mʌfl
unmurmuring	'ʌn'mə:məriɳ
unmusical	'ʌn'mju:zikəl
unmusicality	'ʌn,mju:zi'kæliti
unmutilated	'ʌn'mju:tileitid
unmuzzle	'ʌn'mʌzl
unnail	'ʌn'neil
unnamable	'ʌn'neiməbl
unnamed	'ʌn'neimd
unnational	'ʌn'næʃənl
unnatural	ʌn'nætʃrəl
unnaturalise	'ʌn'nætʃrəlaiz
unnaturalize	'ʌn'nætʃrəlaiz
unnaturalized	'ʌn'nætʃrəlaizd
unnaturalness	ʌn'nætʃrəlnis
unnavigable	'ʌn'nævigəbl
unnecessaries	ʌn'nesisəriz
unnecessariness	ʌn'nesisəriznis
unnecessary	ʌn'nesisəri
unneeded	'ʌn'ni:did
unneedful	'ʌn'ni:dful
unnegotiable	'ʌnni'gouʃjəbl
unneighbourliness	'ʌn'neibəlinis
unneighbourly	'ʌn'neibəli
unnerved	'ʌn'nə:vd
unnest	'ʌn'nest
unnevre	'ʌn'nə:v
unnoted	'ʌn'noutid
unnoticeable	'ʌn'noutisəbl
unnoticed	'ʌn'noutist
unnourished	'ʌn'nʌriʃt
unnourishing	'ʌn'nʌriʃiɳ
unnumbered	'ʌn'nʌmbəd
uno	'ju:nou
unobeyed	'ʌnə'beid
unobjectionable	'ʌnəb'dʤekʃnəbl
unobliging	'ʌnə'blaidʤiɳ
unobliterated	'ʌnəb'blitəreitid
unobscured	'ʌnəb'skjuəd
unobservance	'ʌnəb'zə:vəns
unobservant	'ʌnəb'zə:vənt
unobserved	'ʌnəb'zə:vd
unobstructed	'ʌnəb'strʌktid
unobstrusive	'ʌnəb'tru:siv
unobstrusiveness	'ʌnəb'tru:sivnis
unoccupied	'ʌn'ɔkjupaid
unoffending	'ʌnə'fendiɳ
unoffensive	'ʌnə'fensiv
unoffered	'ʌn'ɔfəd
unofficial	'ʌnə'fiʃəl
unofficinal	'ʌn,ɔfi'sainl
unopened	'ʌn'oupənd
unopposed	'ʌnə'pouzd
unordained	'ʌnɔ:'deind
unorganized	'ʌn'ɔ:gənaizd
unoriginal	'ʌnə'ridʤənl
unornamental	'ʌn,ɔ:nə'mentl
unornamented	'ʌn'ɔ:nəmentid
unorthodox	'ʌn'ɔ:θədɔks
unorthodoxy	ʌn'ɔ:θədɔksi
unostentatious	'ʌn,ɔsten'teiʃəs
unostentatiousness	'ʌn,ɔsten'teiʃəsnis
unowned	'ʌn'ound
unpacified	'ʌn'pæsifaid
unpack	'ʌn'pæk
unpacked	'ʌn'pækt
unpaged	'ʌn'peidʤd
unpaid	'ʌn'peid
unpainted	'ʌn'peintid
unpaired	'ʌn'peəd
unpalatable	ʌn'pælətəbl
unpalatableness	ʌn'pælətəblnis
unparalleted	ʌn'pærəleld
unpardonable	ʌn'pɑ:dnəbl
unpardonableness	ʌn'pɑ:dnəblnis
unpared	'ʌn'peəd
unparental	'ʌnpə'rentl
unparented	'ʌn'preərəntid
unparliamentariness	'ʌn,pɑ:lə'mentəri
unparliamentary	'ʌn,pɑ:lə'mentəri
unpatented	'ʌn'peitəntid
unpatriotic	'ʌn,pætri'ɔtik
unpatronized	'ʌn'pætrənaizd
unpaved	'ʌn'peivd
unpawned	'ʌn'pɔ:nd
unpayable	'ʌn'peiəbl
unpeaceful	'ʌn'pi:sful
unpedantic	'ʌnpi'dæntik
unpedigreed	'ʌn'pedigri:d
unpeeled	'ʌn'pi:ld
unpeg	'ʌn'peg
unpen	'ʌn'pen
unpensioned	'ʌn'penʃnd
unpeople	'ʌn'pi:pl
unpeopled	'ʌn'pi:pld
unperceivable	'ʌnpə'si:vəbl
unperceived	'ʌnpə'si:vd
unperforated	'ʌn'pə:fəreitid
unperformed	'ʌnpə'fɔ:md
unperishing	'ʌn'periʃiɳ
unperjured	'ʌn'pə:dʤəd
unpermitted	'ʌnpə'mitid
unpersevering	'ʌn,pə:si'viəriɳ
unpersuadable	'ʌnpə'sweidəbl
unpersuaded	'ʌnpə'sweidid
unpersuasive	'ʌnpə'sweisiv
unperturbed	'ʌnpə'tə:bd
unperused	'ʌnpə'ru:zd
unperveted	'ʌnpə'və:tid
unphilosophical	'ʌn,filə'sɔfikəl
unphilosophicalness	'ʌn,filə'sɔfikəlnis
unpick	'ʌn'pik
unpicked	'ʌn'pikt
unpicturesque	'ʌn,piktʃə'resk
unpiloted	'ʌn'pailətid
unpin	'ʌn'pin
unpitied	'ʌn'pitid
unpitying	ʌn'pitiiɳ
unplaced	'ʌn'pleist
unplagued	'ʌn'pleigd
unplait	'ʌn'plæt
unplaned	'ʌn'pleind
unplanned	'ʌn'plænd
unplanted	'ʌn'plɑ:ntid
unplastered	'ʌn'plɑ:stəd
unplastic	'ʌn'plæstik
unplated	'ʌn'pleitid
unplausible	'ʌn'plɔ:zəbl
unplayable	'ʌn'pleiəbl
unpleasant	ʌn'pleznt
unpleasantness	ʌn'plezntnis
unpleasing	'ʌn'pli:ziɳ
unpleasingness	'ʌn'pli:ziɳnis
unpliable	'ʌn'plaiəbl
unpliant	'ʌn'plaiəbl
unploughed	'ʌn'plaud
unplucked	'ʌn'plʌkt
unplug	'ʌn'plʌg
unplumbed	'ʌn'plʌmd
unpoetic	'ʌnpou'etik
unpoetical	'ʌnpou'etik
unpoeticalness	'ʌnpou'etikəlnis
unpointed	'ʌn'pɔintid
unpolarized	'ʌn'pouləraizd
unpolished	'ʌn'pɔliʃt
unpolite	,impə'lait
unpoliteness	,impə'laitnis
unpolitic	im'pɔlitik
unpolled	'ʌn'pould
unpolluted	'ʌnpə'lu:tid
unpopular	'ʌn'pɔpjulə
unpopularity	'ʌn,pɔpju'læriti
unportioned	'ʌn'pɔ:ʃnd
unpossessed	'ʌnpə'zest
unposted	'ʌn'poustid
unpractical	'ʌn'præktikəl
unpracticality	'ʌn,prækti'kæliti
unpractised	ʌn'præktist
unpraised	'ʌn'preizd
unprecedented	ʌn'presidəntid
unprecise	'ʌnpri'sais
unpredictable	'ʌnpri'diktəbl
unprefaced	'ʌnpre'fist
unprejudiced	ʌn'predʤudist
unprelatical	'ʌnpri'lætikəl
unpremeditated	'ʌnpri'mediteitid
unpreoccupied	'ʌnpri:'ɔkjupaid
unpreparation	'ʌn,prepə'reiʃn
unprepared	'ʌnpri'peəd
unpreparedness	'ʌnpri'peədnis
unprepossessing	'ʌn,pri:pə'zesiɳ
unpresentable	'ʌnpri'zentəbl
unpreservable	'ʌnpri'zə:vəbl
unpresuming	'ʌnpri'zju:miɳ
unpresumptuous	'ʌnpri'zʌmptjuəs
unpretending	'ʌnpri'tenʃəs
unpretentious	'ʌnpri'tenʃəs
unpretetiousness	'ʌnpri'tenʃəsnis
unpreventable	'ʌnpri'ventəbl
unpriced	ʌn'praist
unpriestly	'ʌn'pri:stli
unprincely	'ʌn'prinsli
unprincipled	ʌn'prinsəpld
unprintable	'ʌn'printəbl
unprinted	'ʌn'printid
unprivileged	'ʌn'privilidʤd
unprized	'ʌn'praizd
unprobed	'ʌn'proubd
unproclaimed	'ʌnprə'kleimd
unprocurable	'ʌnprə'kjuərəbl
unproductive	'ʌnprə'dʌktiv
unproductiveness	'ʌnprə'dʌktivnis
unprofaned	'ʌnprə'feind
unprofessional	'ʌnprə'feʃənl
unprofitable	ʌn'prɔfitəbl
unprofitableness	ʌn'prɔfitəblnis
unprogressive	'ʌnprə'gresiv
unprohibited	'ʌnprə'hibitid
unprolific	'ʌnprə'lifik
unpromising	'ʌn'prɔmisiɳ
unprompted	'ʌn'prɔmptid
unpromulgated	'ʌn'prɔməlgeitid
unpronounceable	'ʌnprə'naunsəbl
unprop	'ʌn'prɔp
unpropagated	'ʌn'prɔpəgeitid
unprophetic	'ʌnprə'fetik
unprophetical	'ʌnprə'fetik
unpropitious	'ʌnprə'piʃəs
unpropitiousness	'ʌnprə'piʃəsnis
unproportional	'ʌnprə'pɔ:ʃənl
unproposed	'ʌnprə'pouzd
unpropped	'ʌn'prɔpt
unprosperous	'ʌn'prɔspərəs
unprosperousness	'ʌn'prɔspərəsnis
unprotected	'ʌnprə'tektid
unprovable	'ʌn'pru:vəbl
unproved	'ʌn'pru:vd
unproven	'ʌn'pru:vd
unprovided	'ʌnprə'vaidid
unprovoked	'ʌnprə'voukt
unpublished	'ʌn'pʌbliʃt
unpunctual	'ʌn'pʌɳktjuəl
unpunctuality	'ʌn,pʌɳktju'æliti
unpunctuated	'ʌn'pʌɳktjueitid
unpunishable	'ʌn'pʌniʃəbl
unpunished	'ʌn'pʌniʃt
unpurified	'ʌn'pjuərifaid
unpursued	'ʌnpə'sju:d
unpuzzle	'ʌn'pʌzl
untilled	'n'tild
use	ju:s
used	ju:zd
useful	'ju:sful
usefulness	'ju:sfulnis
useless	'ju:slis
uselessness	'ju:slisnis
utensil	ju:'tensil
utilise	'ju:tilaiz
utility	ju:'tiliti
utilize	'ju:tilaiz
utricle	'ju:trikl
v	vi:
vac	væk
vacancy	'veikənsi
vacant	'veikənt
vacate	və'keit
vacation	və'keiʃn
vacationist	və'keiʃənist
vaccilation	,væsi'leiʃn
vaccinal	'væksinl
vaccinate	'væksineit
vaccination	,væksi'neiʃn
vaccinator	'væksineitə
vaccine	'væksi:n
vaccinia	væk'siniə
vacillate	'væsileit
vacillating	'væsileitiɳ
vacillatory	'væsilətəri
vacoular	'vækjuələ
vacoulate	'vækjuəlit
vacoulated	'vækjuəlit
vacoule	'vækjuoul
vacua	'vækjuəm
vacuity	væ'kju:iti
vacuous	'vækjuəs
vacuum	'vækjuəm
vagabond	'vægəbənd
vagabondage	'vægəbɔndidʤ
vagabondism	'vægəbɔndizm
vagabondize	'vægəbɔndaiz
vagarious	və'geəriəs
vagary	'veigəri
vagina	və'dʤainə
vaginae	və'dʤainə
vaginal	və'dʤainəl
vaginate	'vædʤineit
vaginitis	,vædʤi'naitis
vagrancy	'veigrənsi
vagrant	'veigrənt
vague	veig
vagueness	'veignis
vain	vein
vainglorious	vein'glɔ:riəs
vaingloriousness	vein'glɔ:riəsnis
vainglory	vein'glɔ:riəsnis
vainly	'veinli
vainness	'veinnis
valance	'væləns
valanced	'vælənst
vale	'veili
valediction	,væli'dikʃn
valedictorian	,vælidik'tɔ:riən
valedictory	,væli'diktəri
valenciennes	,vælənsi'en
valerian	və'liəriən
valerianic	və,liəri'ænik
valeric	və,liəri'ænik
valet	'vælit
valetudinarian	'væli,tju:di'neəriən
valetudinarianism	'væli,tju:di'neəriənizm
valiancy	'væljəns
valiant	'væljənt
valid	'vælid
validate	'vælideit
validation	,væli'deiʃn
validity	və'liditi
valise	və'li:z
valley	'væli
vallum	'væləm
valor	'vælə
valorise	'væləraiz
valorization	,vælərai'zeiʃn
valorize	'væləraiz
valorous	'vælərəs
valour	'vælə
valuable	'væljuəbl
valuation	,vælju'eiʃn
valuator	'væljueitə
value	'vælju:
valued	'vælju:d
valueless	'vælvlis
valuer	'væljuə
valvar	'vælvə
valvate	'vælvə
valve	vælv
valved	vælvd
valveless	'vælvlis
valviform	'vælvifɔ:m
valvular	'vælvjulə
valvule	'vælvju:l
vamoos	və'mu:s
vamoose	və'mu:s
vamose	və'mu:s
vamp	væmp
vamper	'væmpə
vampire	'væmpaiə
vampirism	'væmpaiərizm
van	væn
vanadate	'vænədeit
vanadium	və'neidjəm
vandal	'vændəl
vandalism	'vændəlizm
vane	vein
vanguard	'vængɑ:d
vanilla	və'nilə
vanillin	'vænilin
vanish	'væniʃ
vanishing	'væniʃiɳ
vanity	'væniti
vanquish	'væɳkwiʃ
vanquishable	'væɳkwiʃəbl
vanquisher	'væɳkwiʃə
vantage	'vɑ:ntidʤ
vapid	'væpid
vapidity	væ'piditi
vapidness	'væpidnis
vapor	'veipə
vaporarium	'veipə'bɑ:θ
vaporise	'veipəraiz
vaporizable	'veipəraizəbl
vaporization	,veipərai'zeiʃn
vaporize	'veipəraiz
vaporizer	'veipəraizə
vaporizing	'veipəraiziɳ
vaporous	'veipərəs
vapour	'veipə
vapourer	'veipərə
vapourish	'veipəriʃ
vapoury	'veipəriʃ
varacious	ve'reiʃəs
varan	'værən
varec	'værek
varech	'værek
variability	'veəriəblnis
variable	'veəriəbl
variableness	'veəriəblnis
variance	'veəriəns
variant	'veəriənt
variation	,veəri'eiʃn
varicella	,væri'selə
varicellous	,væri'seləs
varices	'veəriks
varicolored	'veəri,kʌləd
varicoloured	'veəri,kʌləd
varicose	'værikous
varicosity	,væri'kɔsiti
varied	'veərid
variegate	'veərigeit
variegated	'veərigeitid
variegation	,vəeri'geiʃn
variety	və'raiəti
variform	'veərifɔ:m
variola	və'raiələ
variolar	və'raiələ
variolate	və'raiəleit
variolation	,veəriə'leiʃn
variole	'veərioul
varioloid	'veəriəlɔid
variolous	və'raiələs
variometer	,veəri'ɔmitə
variorum	,veəri'ɔ:rəm
various	'veəriəs
variousness	'veəriəsnis
varix	'veəriks
varlet	'vɑ:lit
varmint	'vɑ:mint
varnish	'vɑ:niʃ
varnisher	'vɑ:niʃə
varnishing	'vɑ:niʃiɳ
varsity	'vɑ:siti
vary	'veəri
varying	'veəriiɳ
vas	væs
vasa	væs
vascula	'væskjuləm
vascular	'væskjulə
vascularity	,væskju'læriti
vasculum	'væskjuləm
vaseline	'væsili:n
vasomotor	'veizou'moutə
vassal	'væsəl
vassalage	'væsəlidʤ
vast	vɑ:st
vastly	'vɑ:stli
vastness	'vɑ:stnis
vat	væt
vatful	'vætful
vatican	'vætikən
vaticinate	væ'tisineit
vaticination	,vætisi'neiʃn
vaticinator	væ'tisineitə
vaudeville	'voudəvil
vaudevillist	'voudevilist
vault	vɔ:lt
vaulted	'vɔ:ltid
vaulter	'vɔ:ltə
vaulting	'vɔ:ltiɳ
vaunt	vɔ:nt
vaunter	'vɔ:ntə
vaunting	'vɔ:ntiɳ
vavelet	'vælvlit
veal	vi:l
vealy	'vi:li
vector	'vektə
vectorial	vek'tɔ:riəl
veda	'veidə
vedette	vi'det
veer	viə
vegetable	'vedʤitəbl
vegetal	'vedʤitl
vegetarian	,vedʤi'teəriən
vegetarianism	,vedʤi'teəriənizm
vegetate	'vedʤiteit
vegetation	,vedʤi'teiʃn
vegetative	'vedʤitətiv
vehemence	'vi:iməns
vehemency	'vi:iməns
vehement	'vi:imənt
vehicle	'vi:ikl
vehicular	vi'hikjulə
veil	veil
veiled	veild
veiling	'veiliɳ
vein	vein
veined	veind
veinlet	'veinlit
veinous	'veinəs
veinstone	'veinstoun
veiny	'veini
vela	'vi:ləm
velamen	vi'leimən
velamina	vi'leimən
velar	'vi:lə
veld	velt
veldt	velt
velleity	ve'li:iti
vellum	'veləm
velocipede	vi'lɔsipi:d
velocipedist	vi'lɔsipi:dist
velocity	vi'lɔsiti
velours	ve'luə
velum	'vi:ləm
velutinous	vi'lju:tinəs
velvet	'velvit
velveteen	'velvi'ti:n
velvetiness	'velvitinis
velvety	'velviti
vena	'vi:nə
venae	'vi:nə
venal	'vi:nl
venality	vi:'næliti
venation	vi:'neiʃn
vend	vend
vendee	ven'di:
vender	'vendə
vendetta	ven'detə
vendibility	,vendə'biliti
vendible	'vendəbl
vendibleness	,vendə'biliti
vendor	'vendɔ:
veneer	vi'niə
veneerer	vi'niərə
veneering	vi'niəriɳ
venenific	,venə'nifik
venepuncture	,veni'pʌɳktʃə
